mp_id,full_name,club,mandate_status,district_number,office_name,street,postal_code,city,voivodeship,phone,email,raw_address
259,Jacek Niedźwiedzki,KO,aktywny,24,Biuro Poselskie Posła na Sejm RP Jacka Niedźwiedzkiego,ul. Wojska Polskiego 30 II p.,19-200,Grajewo,podlaskie,tel. 668 007 671,jacek.niedzwiedzki@sejm.pl,ul. Wojska Polskiego 30 II p. | 19-200 Grajewo | woj. podlaskie
259,Jacek Niedźwiedzki,KO,aktywny,24,Biuro Poselskie Posła na Sejm RP Jacka Niedźwiedzkiego w Augustowie,ul. Młyńska 34,16-300,Augustów,podlaskie,tel. 668 007 671,biuro.jacekniedzwiedzki@gmail.com,ul. Młyńska 34 | 16-300 Augustów | woj. podlaskie
260,Małgorzata Niemczyk,KO,aktywny,9,*Biuro Poselskie Małgorzaty Niemczyk,ul. Piotrkowska 67 lok. 11U,90-442,Łodź,łódzkie,tel. 793 600 501,biuro.niemczyk@gmail.com,ul. Piotrkowska 67 lok. 11U | 90-442 Łodź | woj. łódzkie
261,Jolanta Niezgodzka,KO,aktywny,3,*Biuro Poselskie Posłanki na Sejm RP Jolanty Niezgodzkiej,ul. Rzeźnicza 28,50-130,Wrocław,dolnośląskie,tel. 452 673 814,biuro@jolantaniezgodzka.pl,ul. Rzeźnicza 28 | 50-130 Wrocław | woj. dolnośląskie
261,Jolanta Niezgodzka,KO,aktywny,3,Filia Biura Poselskiego Posłanki na Sejm RP Jolanty Niezgodzkiej,ul. Kolejowa 7,56-420,Bierutów,dolnośląskie,tel. 452 673 814,biuro@jolantaniezgodzka.pl,ul. Kolejowa 7 | 56-420 Bierutów | woj. dolnośląskie
262,Sławomir Nitras,KO,aktywny,41,*Biuro Posła na Sejm RP Sławomira Nitrasa,Al. Papieża Jana Pawła II 44 lok. 4,70-415,Szczecin,zachodniopomorskie,tel. 690 244 001,slawomir.nitras@sejm.pl,Al. Papieża Jana Pawła II 44 lok. 4 | 70-415 Szczecin | woj. zachodniopomorskie
262,Sławomir Nitras,KO,aktywny,41,Biuro Posła na Sejm RP Sławomira Nitrasa,ul. Kościuszki 9,73-150,Łobez,zachodniopomorskie,,slawomir.nitras@sejm.pl,ul. Kościuszki 9 | 73-150 Łobez | woj. zachodniopomorskie
263,Barbara Nowacka,KO,aktywny,26,*Biuro Poselskie Poseł na Sejm RP Barbary Nowackiej,ul. Władysława IV 38D lok. 46,81-364,Gdynia,pomorskie,tel. 790 210 014,,ul. Władysława IV 38D lok. 46 | 81-364 Gdynia | woj. pomorskie
263,Barbara Nowacka,KO,aktywny,26,Biuro Poselskie Poseł na Sejm RP Barbary Nowackiej,ul. Wazów 1,77-300,Człuchów,pomorskie,tel. 725 831 141,czluchow@nowacka.info,ul. Wazów 1 | 77-300 Człuchów | woj. pomorskie
263,Barbara Nowacka,KO,aktywny,26,Biuro Poselskie Poseł na Sejm RP Barbary Nowackiej,ul. Sączewskiego 27,42-500,Będzin,śląskie,tel. 790 210 014,biuro@nowacka.info,ul. Sączewskiego 27 | 42-500 Będzin | woj. śląskie
263,Barbara Nowacka,KO,aktywny,26,Biuro Poselskie Poseł na Sejm RP Barbary Nowackiej,Plac Pokoju 6,84-300,Lębork,pomorskie,tel. 790 210 014,biuro@nowacka.info,Plac Pokoju 6 | 84-300 Lębork | woj. pomorskie
263,Barbara Nowacka,KO,aktywny,26,Biuro Poselskie Poseł na Sejm RP Barbary Nowackiej,ul. Barlickiego 2,77-310,Debrzno,pomorskie,tel. 725 831 141,czluchow@nowacka.info,ul. Barlickiego 2 | 77-310 Debrzno | woj. pomorskie
263,Barbara Nowacka,KO,aktywny,26,Biuro Poselskie Poseł na Sejm RP Barbary Nowackiej,ul. Rynek 14,83-400,Kościerzyna,pomorskie,tel. 790 210 014,biuro@nowacka.info,ul. Rynek 14 | 83-400 Kościerzyna | woj. pomorskie
264,Maja Ewa Nowak,Polska2050-TD,aktywny,8,*Biuro Poselskie Mai Nowak,Aleja Niepodległości 7A lok. 2,65-048,Zielona Góra,lubuskie,,maja.nowak@polska2050.pl,Aleja Niepodległości 7A lok. 2 | 65-048 Zielona Góra | woj. lubuskie
265,Tomasz Piotr Nowak,KO,aktywny,37,*Biuro Poselskie Posła Platformy Obywatelskiej Tomasza Nowaka,ul. Spółdzielców 3 lok. 114,62-510,Konin,wielkopolskie,tel. 500 123 976,biuro.tomasz.nowak@gmail.com,ul. Spółdzielców 3 lok. 114 | 62-510 Konin | woj. wielkopolskie
265,Tomasz Piotr Nowak,KO,aktywny,37,Filia Biura Poselskiego Posła Platformy Obywatelskiej Tomasza Nowaka,ul. Dąbska 40,62-600,Koło,wielkopolskie,tel. 500 123 976,biuro.tomasz.nowak@gmail.com,ul. Dąbska 40 | 62-600 Koło | woj. wielkopolskie
267,Urszula Nowogórska,PSL-TD,aktywny,14,*Biuro Poselskie Posła na Sejm RP Urszuli Nowogórskiej,ul. M.B. Bolesnej 10a,34-600,Limanowa,małopolskie,tel. 504 099 745,urszula.nowogorska@sejm.pl,ul. M.B. Bolesnej 10a | 34-600 Limanowa | woj. małopolskie
269,Marcin Ociepa,PiS,aktywny,21,*Biuro Posła na Sejm RP Marcina Ociepy,ul. Ozimska 36 lok. 1,45-058,Opole,opolskie,tel. 532 504 840,marcin.ociepa@sejm.pl,ul. Ozimska 36 lok. 1 | 45-058 Opole | woj. opolskie
269,Marcin Ociepa,PiS,aktywny,21,"Biuro Poselskie Krzysztofa Ciecióry, Anny Dąbrowskiej-Banaszek, Andrzeja Guta-Mostowego, Marcina Ociepy, Grzegorza Piechowiaka",ul. Wiejska 7 lok. 15,00-480,Warszawa,mazowieckie,tel. 691 414 393,,ul. Wiejska 7 lok. 15 | 00-480 Warszawa | woj. mazowieckie
269,Marcin Ociepa,PiS,aktywny,21,Biuro Posła na Sejm RP Marcina Ociepy w Nysie,ul. Moniuszki 4 lok. 2,48-300,Nysa,opolskie,tel. 532 504 840,marcin.ociepa@sejm.pl,ul. Moniuszki 4 lok. 2 | 48-300 Nysa | woj. opolskie
270,Marzena Okła-Drewnowicz,KO,aktywny,33,*Biuro Poselskie Marzeny Okły-Drewnowicz,Pl. Floriański 1 lok. 207,26-110,Skarżysko-Kamienna,świętokrzyskie,tel. 792 016 661,marzena.okla-drewnowicz@sejm.pl,Pl. Floriański 1 lok. 207 | 26-110 Skarżysko-Kamienna | woj. świętokrzyskie
270,Marzena Okła-Drewnowicz,KO,aktywny,33,Biuro Poselskie Marzeny Okły-Drewnowicz,ul. Kilińskiego 30,27-400,Ostrowiec Świętokrzyski,świętokrzyskie,tel. 792 016 661,marzena.okla-drewnowicz@sejm.pl,ul. Kilińskiego 30 | 27-400 Ostrowiec Świętokrzyski | woj. świętokrzyskie
270,Marzena Okła-Drewnowicz,KO,aktywny,33,Biuro Poselskie Marzeny Okły-Drewnowicz,ul. Paderewskiego 40,25-502,Kielce,świętokrzyskie,tel. 792 016 661,marzena.okla-drewnowicz@sejm.pl,ul. Paderewskiego 40 | 25-502 Kielce | woj. świętokrzyskie
271,Barbara Okuła,Polska2050-TD,aktywny,24,*Biuro Poselskie Barbary Okuły,ul. Modlińska 6 lok. U3,15-066,Białystok,podlaskie,tel. 512 279 999,biuro@okulabarbara.pl,ul. Modlińska 6 lok. U3 | 15-066 Białystok | woj. podlaskie
272,Barbara Oliwiecka,Polska2050-TD,aktywny,36,*Biuro Poselskie Barbary Oliwieckiej,ul. Mariańska 5,62-800,Kalisz,wielkopolskie,,biuro@barbaraoliwiecka.pl,ul. Mariańska 5 | 62-800 Kalisz | woj. wielkopolskie
273,Dorota Olko,Lewica,aktywny,19,*Biuro Poselskie Doroty Olko,ul. Okólnik 11A lok. 31,00-368,Warszawa,mazowieckie,tel. 786 442 992,biuro@dorotaolko.pl,ul. Okólnik 11A lok. 31 | 00-368 Warszawa | woj. mazowieckie
274,Paweł Olszewski,KO,aktywny,4,*Biuro Poselskie Pawła Olszewskiego,ul. Długa 45 lok. 1,85-034,Bydgoszcz,kujawsko-pomorskie,tel. 789 352 061,pawel.olszewski@sejm.pl,ul. Długa 45 lok. 1 | 85-034 Bydgoszcz | woj. kujawsko-pomorskie
275,Mirosław Adam Orliński,PSL-TD,aktywny,16,*Biuro Poselskie Posła na Sejm RP Mirosława Adama Orlińskiego,ul. Płocka 5 lok. 2,96-500,Sochaczew,mazowieckie,,,ul. Płocka 5 lok. 2 | 96-500 Sochaczew | woj. mazowieckie
275,Mirosław Adam Orliński,PSL-TD,aktywny,16,Biuro Poselskie Posła na Sejm RP Mirosława Adama Orlińskiego,Plac Jana Pawła II 3,96-300,Żyrardów,mazowieckie,,Miroslaw.Orlinski@sejm.pl,Plac Jana Pawła II 3 | 96-300 Żyrardów | woj. mazowieckie
276,Łukasz Osmalak,Polska2050-TD,aktywny,30,*Biuro Poselskie Posła Łukasza Osmalaka,ul. Rynek 4,43-190,Mikołów,śląskie,,lukasz.osmalak@polska2050.pl,ul. Rynek 4 | 43-190 Mikołów | woj. śląskie
277,Katarzyna Osos,KO,aktywny,8,*Biuro Poselskie Posła RP Katarzyny Osos,ul. Kożuchowska 15 A lok. 217,65-364,Zielona Góra,lubuskie,tel. 796 912 000,katarzyna.osos@sejm.pl,ul. Kożuchowska 15 A lok. 217 | 65-364 Zielona Góra | woj. lubuskie
278,Jacek Osuch,PiS,aktywny,13,*Biuro Poselskie Posła na Sejm RP Jacka Osucha,ul. Rynek 29,32-300,Olkusz,małopolskie,tel. (32) 754-34-13,biuro.posla@op.pl,ul. Rynek 29 | 32-300 Olkusz | woj. małopolskie
278,Jacek Osuch,PiS,aktywny,13,Małopolskie Biuro Poselsko-Senatorskie Prawa i Sprawiedliwości,ul. Retoryka 7 lok. 1,31-108,Kraków,małopolskie,,,ul. Retoryka 7 lok. 1 | 31-108 Kraków | woj. małopolskie
280,Teresa Pamuła,PiS,aktywny,22,*Biuro Poselskie Posła na Sejm RP Teresy Pamuły,ul. Rynek 25,37-600,Lubaczów,podkarpackie,tel. 508 248 279,pamulabiuro@wp.pl,ul. Rynek 25 | 37-600 Lubaczów | woj. podkarpackie
280,Teresa Pamuła,PiS,aktywny,22,Biuro Poselskie Posła na Sejm RP Teresy Pamuły,Pl. Mickiewicza 3,37-200,Przeworsk,podkarpackie,tel. 508 248 279,pamulabiuro@wp.pl,Pl. Mickiewicza 3 | 37-200 Przeworsk | woj. podkarpackie
281,Paweł Papke,KO,aktywny,35,*Biuro Poselskie Pawła Papke,ul. Leśna 14 lok. 9H,10-173,Olsztyn,warmińsko-mazurskie,tel. 691 919 950,pawel.papke@sejm.pl,ul. Leśna 14 lok. 9H | 10-173 Olsztyn | woj. warmińsko-mazurskie
282,Urszula Pasławska,PSL-TD,aktywny,35,*Biuro Poselskie Urszuli Pasławskiej,ul. Niepodległości 4a,11-300,Biskupiec,warmińsko-mazurskie,tel. 660 528 543,paslawska.biuro@gmail.com,ul. Niepodległości 4a | 11-300 Biskupiec | woj. warmińsko-mazurskie
282,Urszula Pasławska,PSL-TD,aktywny,35,Biuro Poselskie Urszuli Pasławskiej,ul. Kaski 4A,10-547,Olsztyn,warmińsko-mazurskie,tel. 660 528 543,paslawska.biuro@gmail.com,ul. Kaski 4A | 10-547 Olsztyn | woj. warmińsko-mazurskie
282,Urszula Pasławska,PSL-TD,aktywny,35,Biuro Poselskie Urszuli Pasławskiej w Kętrzynie,Pl. Marsz. Józefa Piłsudskiego 10 lok. 2,11-400,Kętrzyn,warmińsko-mazurskie,tel. 660 528 543,paslawska.biuro@gmail.com,Pl. Marsz. Józefa Piłsudskiego 10 lok. 2 | 11-400 Kętrzyn | woj. warmińsko-mazurskie
283,Krzysztof Paszyk,PSL-TD,aktywny,38,*Biuro Poselskie Krzysztofa Paszyka,ul. Piłsudskiego 62,64-600,Oborniki,wielkopolskie,"tel. 504 973 779,(61) 847 55 23",biuro.krzysztof.paszyk@gmail.com,ul. Piłsudskiego 62 | 64-600 Oborniki | woj. wielkopolskie
283,Krzysztof Paszyk,PSL-TD,aktywny,38,Biuro Poselskie Krzysztofa Paszyka,ul. 1 Maja 14,64-920,Piła,wielkopolskie,tel. (67) 350 93 91,biuropila.kpaszyk@gmail.com,ul. 1 Maja 14 | 64-920 Piła | woj. wielkopolskie
283,Krzysztof Paszyk,PSL-TD,aktywny,38,Biuro Poselskie Krzysztofa Paszyka,ul. Powstańców Wielkopolskich 34,64-830,Margonin,wielkopolskie,"tel. 509 554 579,(61) 847 55 23",biuro.krzysztof.paszyk@gmail.com,ul. Powstańców Wielkopolskich 34 | 64-830 Margonin | woj. wielkopolskie
284,Karolina Pawliczak,KO,aktywny,36,*Biuro Poselskie Karoliny Pawliczak,ul. Górnośląska 69A,62-800,Kalisz,wielkopolskie,,biuro@karolinapawliczak.pl,ul. Górnośląska 69A | 62-800 Kalisz | woj. wielkopolskie
284,Karolina Pawliczak,KO,aktywny,36,Biuro Poselskie Karoliny Pawliczak,ul. Bolesława Chrobrego 22,64-100,Leszno,wielkopolskie,,biuro@karolinapawliczak.pl,ul. Bolesława Chrobrego 22 | 64-100 Leszno | woj. wielkopolskie
284,Karolina Pawliczak,KO,aktywny,36,Biuro Poselskie Karoliny Pawliczak,ul. Daszyńskiego 2,63-300,Pleszew,wielkopolskie,,biuro@karolinapawliczak.pl,ul. Daszyńskiego 2 | 63-300 Pleszew | woj. wielkopolskie
285,Bartłomiej Pejo,Konfederacja,aktywny,6,*Biuro Poselskie Bartłomieja Pejo,ul. 3-go Maja 1A,21-040,Świdnik,lubelskie,tel. 511 933 318,biuro@pejo.pl,ul. 3-go Maja 1A | 21-040 Świdnik | woj. lubelskie
285,Bartłomiej Pejo,Konfederacja,aktywny,6,Biuro Poselskie Bartłomieja Pejo,ul. Szkolna 5A,22-100,Chełm,lubelskie,tel. 511 933 318,biuro@pejo.pl,ul. Szkolna 5A | 22-100 Chełm | woj. lubelskie
285,Bartłomiej Pejo,Konfederacja,aktywny,6,Biuro Poselskie Bartłomieja Pejo,ul. Jezuicka 4,20-113,Lublin,lubelskie,tel. 511 933 318,biuro@pejo.pl,ul. Jezuicka 4 | 20-113 Lublin | woj. lubelskie
286,Ryszard Petru,Polska2050-TD,aktywny,19,*Biuro Poselskie Ryszarda Petru,ul. Rokokowa 136 B,01-910,Warszawa,mazowieckie,tel. 502 602 095,biuro.petru@gmail.com,ul. Rokokowa 136 B | 01-910 Warszawa | woj. mazowieckie
287,Małgorzata Pępek,KO,aktywny,27,*Biuro Poselskie Małgorzata Pępek,ul. Rynek 21,34-300,Żywiec,śląskie,tel. (33) 861 00 33,malgorzatapepek.biuro@poczta.onet.pl,ul. Rynek 21 | 34-300 Żywiec | woj. śląskie
287,Małgorzata Pępek,KO,aktywny,27,Biuro Poselskie Małgorzaty Pępek,ul. Słowackiego 32,43-502,Czechowice-Dziedzice,śląskie,tel. 513 010 737,malgorzatapepek.biuro@poczta.onet.pl,ul. Słowackiego 32 | 43-502 Czechowice-Dziedzice | woj. śląskie
287,Małgorzata Pępek,KO,aktywny,27,Biuro Poselskie Małgorzaty Pępek,ul. 11 Listopada 7,43-300,Bielsko-Biała,śląskie,tel. 513 010 737,,ul. 11 Listopada 7 | 43-300 Bielsko-Biała | woj. śląskie
287,Małgorzata Pępek,KO,aktywny,27,Regionalne Biuro Poselsko-Senatorskie,ul. Chłodna 2A,40-311,Katowice,śląskie,tel. (33) 861 00 33,malgorzatapepek.biuro@poczta.onet.pl,ul. Chłodna 2A | 40-311 Katowice | woj. śląskie
288,Bolesław Piecha,PiS,aktywny,30,*Biuro Poselskie Bolesława Piecha,ul. Sobieskiego 1,44-200,Rybnik,śląskie,tel. (32) 421-21-34,boleslaw.piecha@sejm.pl | biuropiecha@gmail.com,ul. Sobieskiego 1 | 44-200 Rybnik | woj. śląskie
289,Grzegorz Piechowiak,PiS,aktywny,38,*Biuro Posła Grzegorza Piechowiaka,Al. Powstańców Wlkp. 164,64-920,Piła,wielkopolskie,tel. 533 381 311,biuro@grzegorzpiechowiak.pl,Al. Powstańców Wlkp. 164 | 64-920 Piła | woj. wielkopolskie
289,Grzegorz Piechowiak,PiS,aktywny,38,"Biuro Poselskie Krzysztofa Ciecióry, Anny Dąbrowskiej-Banaszek, Andrzeja Guta-Mostowego, Marcina Ociepy, Grzegorza Piechowiaka",ul. Wiejska 7 lok. 15,00-480,Warszawa,mazowieckie,tel. 691 414 393,,ul. Wiejska 7 lok. 15 | 00-480 Warszawa | woj. mazowieckie
290,Anna Pieczarka,PiS,aktywny,15,*Biuro Poselskie Posła na Sejm RP Anny Pieczarki,Plac Sobieskiego 2,33-100,Tarnów,małopolskie,tel. 695-858-584,kontakt@annapieczarka.pl,Plac Sobieskiego 2 | 33-100 Tarnów | woj. małopolskie
291,Katarzyna Maria Piekarska,KO,aktywny,19,*Biuro Poselskie Katarzyny Marii Piekarskiej,ul. Nowy Świat 39 lok. I p,00-029,Warszawa,mazowieckie,tel. 606 751 751,katarzyna.piekarska@sejm.pl,ul. Nowy Świat 39 lok. I p | 00-029 Warszawa | woj. mazowieckie
292,Norbert Pietrykowski,Polska2050-TD,aktywny,4,*Biuro Poselskie Norberta Pietrykowskiego,ul. Nowy Rynek 8 lok. 6,85-131,Bydgoszcz,kujawsko-pomorskie,tel. 785-777-933,,ul. Nowy Rynek 8 lok. 6 | 85-131 Bydgoszcz | woj. kujawsko-pomorskie
293,Lucjan Marek Pietrzczyk,KO,aktywny,33,*Biuro Poselskie Lucjan Pietrzczyk,ul. Paderewskiego 40 lok. 3,25-502,Kielce,świętokrzyskie,tel. 889 898 876,,ul. Paderewskiego 40 lok. 3 | 25-502 Kielce | woj. świętokrzyskie
293,Lucjan Marek Pietrzczyk,KO,aktywny,33,Filia Biura Poselskiego w Jędrzejowie,ul. Chrobrego 2,28-300,Jędrzejów,świętokrzyskie,tel. 889 898 876,biuro@pietrzczyk.pl,ul. Chrobrego 2 | 28-300 Jędrzejów | woj. świętokrzyskie
293,Lucjan Marek Pietrzczyk,KO,aktywny,33,Filia Biura Poselskiego w Ostrowcu Świętokrzyskim,ul. Kilińskiego 30 lok. 109,27-400,Ostrowiec Świętokrzyski,świętokrzyskie,tel. 889 898 876,lucjan.pietrzczyk@sejm.pl,ul. Kilińskiego 30 lok. 109 | 27-400 Ostrowiec Świętokrzyski | woj. świętokrzyskie
293,Lucjan Marek Pietrzczyk,KO,aktywny,33,Filia Biura Poselskiego w Pińczowie,Plac Wolności 14,28-400,Pińczów,świętokrzyskie,tel. 889 898 876,lucjan.pietrzczyk@sejm.pl,Plac Wolności 14 | 28-400 Pińczów | woj. świętokrzyskie
294,Dariusz Piontkowski,PiS,aktywny,24,*Biuro Poselskie Dariusza Piontkowskiego,ul. Stołeczna 2 lok. 305,15-879,Białystok,podlaskie,tel. (85) 652 24 09,dariusz.piontkowski@sejm.pl,ul. Stołeczna 2 lok. 305 | 15-879 Białystok | woj. podlaskie
295,Kazimierz Plocke,KO,aktywny,26,*Biuro Poselskie Kazimierza Plocke,ul. Żarnowiecka 3,84-110,Krokowa,pomorskie,tel. (58) 774 64 45,kazimierz@plocke.pl,ul. Żarnowiecka 3 | 84-110 Krokowa | woj. pomorskie
296,Grzegorz Płaczek,Konfederacja,aktywny,31,*Biuro Posła Grzegorz Płaczek Konfederacja,ul. Barona 30 lok. 301A,43-100,Tychy,śląskie,tel. 724-898-531,,ul. Barona 30 lok. 301A | 43-100 Tychy | woj. śląskie
297,Kacper Płażyński,PiS,aktywny,25,*Biuro Poselskie Kacpra Płażyńskiego,ul. Targ Drzewny 3 lok. 7,80-886,Gdańsk,pomorskie,tel. 606 200 903,kacperplazynskibiuroposla@gmail.com,ul. Targ Drzewny 3 lok. 7 | 80-886 Gdańsk | woj. pomorskie
298,Szymon Pogoda,PiS,aktywny,1,*Biuro Poselskie Szymona Pogody,ul. 1-ego Maja 8/9 lok. 11,59-700,Bolesławiec,dolnośląskie,tel. 575 547 881,pogoda.biuro@gmail.com,ul. 1-ego Maja 8/9 lok. 11 | 59-700 Bolesławiec | woj. dolnośląskie
298,Szymon Pogoda,PiS,aktywny,1,Biuro Poselskie Szymona Pogody,ul. Armii Krajowej 30,59-800,Lubań,dolnośląskie,tel. 575 547 881,pogoda.biuro@gmail.com,ul. Armii Krajowej 30 | 59-800 Lubań | woj. dolnośląskie
298,Szymon Pogoda,PiS,aktywny,1,Biuro Poselskie Szymona Pogody,ul. Sienkiewicza 13 lok. 5,59-700,Lwówek Śląski,dolnośląskie,tel. 575 547 881,pogoda.biuro@gmail.com,ul. Sienkiewicza 13 lok. 5 | 59-700 Lwówek Śląski | woj. dolnośląskie
298,Szymon Pogoda,PiS,aktywny,1,Biuro Poselsko-Senatorskie,Plac Słowiański 1,59-220,Legnica,dolnośląskie,tel. 575 547 881,pogoda.biuro@gmail.com,Plac Słowiański 1 | 59-220 Legnica | woj. dolnośląskie
299,Jerzy Polaczek,PiS,aktywny,31,*Biuro Poselskie Posła Jerzego Polaczka,ul. Bytomska 156,41-940,Piekary Śląskie,śląskie,tel. (32) 287 15 08,jerzy.polaczek@sejm.pl,ul. Bytomska 156 | 41-940 Piekary Śląskie | woj. śląskie
300,Elżbieta Anna Polak,KO,aktywny,8,*Biuro Poselskie Elżbieta Anna Polak,Pl. Matejki 19 lok. 8,65-056,Zielona Góra,lubuskie,tel. 453 051 058,elzbieta.polak@sejm.pl,Pl. Matejki 19 lok. 8 | 65-056 Zielona Góra | woj. lubuskie
301,Piotr Polak,PiS,aktywny,11,*Biuro Poselskie Piotr Polak,Pl. Kościuszki 2,99-200,Poddębice,łódzkie,tel. 574 040 340,piotr.polak@sejm.pl,Pl. Kościuszki 2 | 99-200 Poddębice | woj. łódzkie
302,Agnieszka Pomaska,KO,aktywny,25,*Biuro Poselskie Agnieszki Pomaskiej,ul. Grunwaldzka 82,80-244,Gdańsk,pomorskie,tel. 574 152 793,biuro@pomaska.pl,ul. Grunwaldzka 82 | 80-244 Gdańsk | woj. pomorskie
303,Marcin Porzucek,PiS,aktywny,38,*Biuro Posła Marcina Porzucka,Al. Niepodległości 88,64-920,Piła,wielkopolskie,tel. 607 204 638,biuro@marcinporzucek.pl,Al. Niepodległości 88 | 64-920 Piła | woj. wielkopolskie
303,Marcin Porzucek,PiS,aktywny,38,Biuro Posła Marcina Porzucka,ul. Tysiąclecia 3,64-300,Nowy Tomyśl,wielkopolskie,tel. 607 204 638,biuro@marcinporzucek.pl,ul. Tysiąclecia 3 | 64-300 Nowy Tomyśl | woj. wielkopolskie
303,Marcin Porzucek,PiS,aktywny,38,Biuro Posła Marcina Porzucka,ul. Poznańska 1 lok. 2a,64-500,Szamotuły,wielkopolskie,tel. 607 204 638,biuro@marcinporzucek.pl,ul. Poznańska 1 lok. 2a | 64-500 Szamotuły | woj. wielkopolskie
306,Grzegorz Puda,PiS,aktywny,27,*Biuro Poselskie Grzegorza Pudy,ul. Piłsudskiego 48,43-300,Bielsko-Biała,śląskie,,,ul. Piłsudskiego 48 | 43-300 Bielsko-Biała | woj. śląskie
307,Michał Pyrzyk,PSL-TD,aktywny,37,*Biuro Poselskie Posła Michała Pyrzyka,ul. Chopina 2,62-400,Słupca,wielkopolskie,tel. 667 282 777,biuro.mpyrzyk@gmail.com,ul. Chopina 2 | 62-400 Słupca | woj. wielkopolskie
308,Renata Rak,KO,aktywny,40,*Biuro Poselskie Renata Rak,Plac Wolności 6 lok. 13,78-400,Szczecinek,zachodniopomorskie,,,Plac Wolności 6 lok. 13 | 78-400 Szczecinek | woj. zachodniopomorskie
309,Ireneusz Raś,PSL-TD,aktywny,13,*Biuro Poselskie Posła Ireneusza Rasia,ul. Osiedle Złotej Jesieni 6 lok. 34,31-826,Kraków,małopolskie,tel. (12) 647-09-41,kontakt@ireneuszras.pl,ul. Osiedle Złotej Jesieni 6 lok. 34 | 31-826 Kraków | woj. małopolskie
310,Zbigniew Rau,PiS,aktywny,9,*Biuro Poselskie Posła na Sejm RP Zbigniewa Raua,ul. Piotrkowska 143 lok. 9U,90-434,Łódź,łódzkie,tel. 789 196 056,biurozbigniewrau@gmail.com,ul. Piotrkowska 143 lok. 9U | 90-434 Łódź | woj. łódzkie
311,Marcin Romanowski,PiS,aktywny,7,*Biuro Poselskie Marcina Romanowskiego,ul. Kościuszki 11,23-400,Biłgoraj,lubelskie,tel. 577 515 419,biuro.poselskie@marcinromanowski.com.pl,ul. Kościuszki 11 | 23-400 Biłgoraj | woj. lubelskie
311,Marcin Romanowski,PiS,aktywny,7,Biuro Poselskie Marcina Romanowskiego,ul. Rynek 52,22-500,Hrubieszów,lubelskie,tel. 577 515 419,biuro.poselskie@marcinromanowski.com.pl,ul. Rynek 52 | 22-500 Hrubieszów | woj. lubelskie
312,Bartosz Romowicz,Polska2050-TD,aktywny,22,*Biuro Poselskie Posła na Sejm RP Bartosza Romowicza,ul. 29 listopada 22,38-700,Ustrzyki Dolne,podkarpackie,tel. (13) 432 96 68,biuro@romowicz.pl,ul. 29 listopada 22 | 38-700 Ustrzyki Dolne | woj. podkarpackie
312,Bartosz Romowicz,Polska2050-TD,aktywny,22,Biuro Poselskie Posła na Sejm RP Bartosza Romowicza,ul. Mickiewicza 26,36-200,Brzozów,podkarpackie,tel. (13) 432 96 68,biuro@romowicz.pl,ul. Mickiewicza 26 | 36-200 Brzozów | woj. podkarpackie
312,Bartosz Romowicz,Polska2050-TD,aktywny,22,Biuro Poselskie Posła na Sejm RP Bartosza Romowicza,ul. Rynek 18,38-500,Sanok,podkarpackie,tel. (13) 432 96 68,biuro@romowicz.pl,ul. Rynek 18 | 38-500 Sanok | woj. podkarpackie
313,Monika Rosa,KO,aktywny,31,*Biuro Poselskie Posłanki na Sejm RP Moniki Rosy,ul. Korfantego 62,40-161,Katowice,śląskie,tel. (32) 400 43 77,monika.rosa@sejm.pl,ul. Korfantego 62 | 40-161 Katowice | woj. śląskie
313,Monika Rosa,KO,aktywny,31,Regionalne Biuro Poselsko-Senatorskie,ul. Chłodna 2A,40-311,Katowice,śląskie,,,ul. Chłodna 2A | 40-311 Katowice | woj. śląskie
314,Wiesław Różyński,PSL-TD,aktywny,7,*Biuro Poselskie Posła Wiesława Różyńskiego,ul. Kościuszki 86,23-400,Biłgoraj,lubelskie,,wieslaw.rozynski@sejm.pl,ul. Kościuszki 86 | 23-400 Biłgoraj | woj. lubelskie
315,Urszula Rusecka,PiS,aktywny,15,*Biuro Poselskie Posła na Sejm RP Urszuli Ruseckiej,ul. Kopernika 7A lok. 1,32-020,Wieliczka,małopolskie,tel. 572 981 700,biuro@urszularusecka.pl,ul. Kopernika 7A lok. 1 | 32-020 Wieliczka | woj. małopolskie
317,Jakub Rutnicki,KO,aktywny,38,*Biuro Poselskie Posła Jakuba Rutnickiego,ul. Młyńska 9 lok. 6,64-500,Szamotuły,wielkopolskie,tel. (61) 292 25 01,biuro@jakubrutnicki.pl,ul. Młyńska 9 lok. 6 | 64-500 Szamotuły | woj. wielkopolskie
318,Paweł Rychlik,PiS,aktywny,11,*Biuro Poselskie Posła Pawła Rychlika,Plac Legionów 8,98-300,Wieluń,łódzkie,tel. 665-660-166,poselpr@gmail.com,Plac Legionów 8 | 98-300 Wieluń | woj. łódzkie
318,Paweł Rychlik,PiS,aktywny,11,Biuro Poselskie Posła Pawła Rychlika,ul. Warszawska 86A,98-400,Wieruszów,łódzkie,"tel. 503 629 299,665 660 166",poselpr@gmail.com,ul. Warszawska 86A | 98-400 Wieruszów | woj. łódzkie
319,Marek Rząsa,KO,aktywny,22,*Biuro Poselskie Marka Rząsy,ul. Rynek 20,37-700,Przemyśl,podkarpackie,tel. 576 101 588,biuro@marekrzasa.pl,ul. Rynek 20 | 37-700 Przemyśl | woj. podkarpackie
